,,,,2002,to,2010,,,
State Name,District Name,Market Name,Variety,Group,Arrivals (Tonnes),Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Reported Date
Gujarat,Rajkot,Gondal,Desi,Spices,63.6,2000,4430,3500,7/30/2007
Gujarat,Rajkot,Gondal,Desi,Spices,81,2000,4080,3375,7/31/2007
Gujarat,Rajkot,Gondal,Desi,Spices,46.5,2000,3805,3250,08-01-2007
Gujarat,Rajkot,Gondal,Desi,Spices,66.6,2000,4195,3350,08-02-2007
Gujarat,Rajkot,Gondal,Desi,Spices,0.1,2000,4110,3250,08-03-2007
Gujarat,Rajkot,Gondal,Desi,Spices,52.8,2000,4140,3375,08-04-2007
Gujarat,Rajkot,Gondal,Desi,Spices,66.6,2250,4195,3250,08-06-2007
Gujarat,Rajkot,Gondal,Desi,Spices,47.2,2280,4315,3350,08-07-2007
Gujarat,Rajkot,Gondal,Desi,Spices,20.4,2280,4005,3500,08-08-2007
Gujarat,Rajkot,Gondal,Desi,Spices,67.2,2500,4400,3600,08-09-2007
Gujarat,Rajkot,Gondal,Desi,Spices,79.2,2255,4120,3650,08-10-2007
Gujarat,Rajkot,Gondal,Desi,Spices,118.2,2375,4305,3600,08-11-2007
Gujarat,Rajkot,Gondal,Desi,Spices,163.2,2500,4400,3650,8/14/2007
Gujarat,Rajkot,Gondal,Desi,Spices,163.8,2500,4465,3650,8/16/2007
Gujarat,Rajkot,Gondal,Desi,Spices,105.9,2500,4290,3500,8/17/2007
Gujarat,Rajkot,Gondal,Desi,Spices,90.4,2500,4120,3550,8/18/2007
Gujarat,Rajkot,Gondal,Desi,Spices,118.8,2500,4620,3650,8/21/2007
Gujarat,Rajkot,Gondal,Desi,Spices,94.2,2500,4580,3650,8/22/2007
Gujarat,Rajkot,Gondal,Desi,Spices,95.4,2500,4470,3625,8/23/2007
Gujarat,Rajkot,Gondal,Desi,Spices,126.8,2500,4220,3500,8/24/2007
Gujarat,Rajkot,Gondal,Desi,Spices,136.2,2500,4685,3650,8/29/2007
Gujarat,Rajkot,Gondal,Desi,Spices,166.1,2500,4525,3600,8/30/2007
Gujarat,Rajkot,Gondal,Desi,Spices,159.6,2500,4550,3600,8/31/2007
Gujarat,Rajkot,Gondal,Desi,Spices,133.3,2500,4575,3700,09-01-2007
Gujarat,Rajkot,Gondal,Desi,Spices,79.5,2500,4550,3650,09-07-2007
Gujarat,Rajkot,Gondal,Desi,Spices,1.5,3675,3755,3755,09-08-2007
Gujarat,Rajkot,Gondal,Desi,Spices,148.5,2500,4545,3500,09-12-2007
Gujarat,Rajkot,Gondal,Desi,Spices,143.4,2500,4575,3500,9/18/2007
Gujarat,Rajkot,Gondal,Desi,Spices,130.2,2500,4575,3400,9/19/2007
Gujarat,Rajkot,Gondal,Desi,Spices,104.4,2500,4370,3500,9/20/2007
Gujarat,Rajkot,Gondal,Desi,Spices,140.4,2500,4875,3500,9/21/2007
Gujarat,Rajkot,Gondal,Desi,Spices,162.3,2250,4455,3250,9/22/2007
Gujarat,Rajkot,Gondal,Desi,Spices,142.2,2250,4155,3250,9/24/2007
Gujarat,Rajkot,Gondal,Desi,Spices,87,2000,4080,3250,9/25/2007
Gujarat,Rajkot,Gondal,New Laddu,Spices,381,1000,2200,1750,3/24/2008
Gujarat,Rajkot,Gondal,New Laddu,Spices,288.3,1000,2505,2250,3/25/2008
Gujarat,Rajkot,Gondal,New Laddu,Spices,177.1,1145,2465,2225,3/26/2008
Gujarat,Rajkot,Gondal,Garlic,Spices,292.8,200,845,425,10-11-2008
Gujarat,Rajkot,Gondal,Garlic,Spices,360.9,200,840,450,10/13/2008
Gujarat,Rajkot,Gondal,Garlic,Spices,330.6,200,850,450,10/14/2008
Gujarat,Rajkot,Gondal,Garlic,Spices,411,200,850,400,10/16/2008
Gujarat,Rajkot,Gondal,Garlic,Spices,400.2,200,830,400,10/17/2008
Gujarat,Rajkot,Gondal,Garlic,Spices,473.7,200,810,425,10/18/2008
Gujarat,Rajkot,Gondal,Garlic,Spices,348,200,850,425,10/20/2008
Gujarat,Rajkot,Gondal,New Laddu,Spices,544.4,1125,1125,1125,02-07-2009
Gujarat,Rajkot,Gondal,New Laddu,Spices,375.6,530,1830,1475,03-02-2009
Gujarat,Rajkot,Gondal,New Laddu,Spices,614.4,690,2000,1750,03-03-2009
Gujarat,Rajkot,Gondal,New Laddu,Spices,248.3,560,2140,1900,03-04-2009
Gujarat,Rajkot,Gondal,New Laddu,Spices,394,625,2155,1890,03-05-2009
Gujarat,Rajkot,Gondal,New Laddu,Spices,472.2,600,2200,1925,03-06-2009
Gujarat,Rajkot,Gondal,New Laddu,Spices,580.9,605,2305,1975,03-07-2009
Gujarat,Rajkot,Gondal,New Laddu,Spices,556.2,500,2335,1970,03-09-2009
Gujarat,Rajkot,Gondal,New Laddu,Spices,327.3,500,2395,1955,03-12-2009
Gujarat,Rajkot,Gondal,New Laddu,Spices,315,565,2575,1830,3/14/2009
Gujarat,Rajkot,Gondal,New Laddu,Spices,462.3,800,2240,1800,3/16/2009
Gujarat,Rajkot,Gondal,New Laddu,Spices,90.3,755,2310,1850,3/18/2009
Gujarat,Rajkot,Gondal,New Laddu,Spices,105.9,500,2170,1700,3/19/2009
Gujarat,Rajkot,Gondal,New Laddu,Spices,99.9,650,2210,1725,3/20/2009
Gujarat,Rajkot,Gondal,New Laddu,Spices,112.5,575,2135,1625,3/21/2009
Gujarat,Rajkot,Gondal,New Laddu,Spices,207.9,675,2145,1775,3/23/2009
Gujarat,Rajkot,Gondal,New Laddu,Spices,111.7,2805,2805,2805,3/24/2009
Gujarat,Rajkot,Gondal,New Laddu,Spices,113,500,2355,1500,3/25/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,240.2,300,2225,1250,04-01-2009
Gujarat,Rajkot,Gondal,New Laddu,Spices,240.2,2050,2060,2060,04-01-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,253.8,400,2355,1250,04-02-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,267.6,500,2875,1750,04-04-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,216,500,3000,1850,04-06-2009
Gujarat,Rajkot,Gondal,New Laddu,Spices,216,1300,2665,2400,04-06-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,165.3,500,2435,1500,04-10-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,173.1,500,2610,1750,04-11-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,163.2,500,2250,1500,4/13/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,144.6,500,2175,1500,4/14/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,228.9,500,2760,1750,4/15/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,188.7,500,2650,1625,4/16/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,193.5,500,3000,1950,4/17/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,271.8,500,2850,1875,4/18/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,22.5,615,3205,2280,4/20/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,165,500,3000,1750,4/22/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,106.5,500,2710,1500,4/23/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,159,500,2700,1625,4/24/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,150,500,2805,1605,4/25/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,191.1,500,2875,1750,4/27/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,172.2,500,2810,1750,4/28/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,183,500,3080,1850,4/29/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,195.3,500,2705,1750,05-01-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,160.8,500,2605,1700,05-02-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,173.1,500,2755,1750,05-04-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,194.1,500,2800,1750,05-05-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,163.8,500,2670,1750,05-06-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,208.8,500,2680,1825,05-07-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,189.3,500,2855,1875,05-08-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,162,500,3070,2000,05-11-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,156.3,500,3100,2000,05-12-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,224.7,750,3375,2055,5/13/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,170.5,705,3080,2035,5/14/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,179.8,500,3020,1900,5/15/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,157.8,505,2770,1775,5/16/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,124,500,2655,1725,5/18/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,157.8,500,2655,1625,5/19/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,198,500,3105,1850,5/20/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,171.6,625,2855,2000,5/22/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,158.4,625,2895,1900,5/23/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,172.8,625,2880,1800,5/25/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,146.1,625,2805,1875,5/26/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,161.1,625,2860,1775,5/27/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,145.8,1000,4500,3000,6/30/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"2,007.00",855,4575,3000,07-04-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"2,007.00",855,4575,3000,07-05-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,746.00",750,4190,2750,07-06-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,590.00",750,4205,2750,07-07-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,458.00",750,4060,2750,07-08-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,215.00",750,4125,2700,07-09-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,248.00",750,4400,2900,07-10-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,194.00",750,4200,2875,07-11-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,746.00",1000,4225,2875,7/13/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,458.00",1000,4205,2750,7/14/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,284.00",1000,4220,2750,7/15/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,326.00",1000,4475,3000,7/16/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,356.00",1000,4380,2850,7/17/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,263.00",875,4115,2800,7/18/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,374.00",1000,4250,2950,7/21/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,254.00",1000,4200,2750,7/22/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,053.00",1000,4145,2750,7/23/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,302.00",1000,4165,2750,7/25/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,302.00",1000,4165,2750,7/27/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,779.00",1000,4365,2750,7/28/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"2,034.00",1000,4000,2750,7/29/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,470.00",1000,5055,2750,7/30/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,773.00",1000,4850,2875,7/31/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,614.00",1000,4650,3000,08-01-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,806.00",1000,4875,3000,08-04-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,734.00",1000,4600,3125,08-06-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,872.00",1000,4890,3250,08-07-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"2,130.00",1000,4630,3375,08-08-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"2,268.00",1500,4930,3500,08-12-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,680.00",1250,4500,3400,8/18/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,755.00",1250,4700,3500,8/19/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,386.00",1500,4400,3250,8/21/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,533.00",1500,4480,3250,8/22/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"2,064.00",1500,4585,3250,8/25/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,599.00",1250,4405,3000,8/26/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"2,241.00",1250,4120,3000,8/27/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,920.00",1250,4315,3000,8/28/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,731.00",1500,4335,3250,8/29/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,629.00",1500,4250,3125,8/31/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"2,106.00",1500,4250,3000,09-01-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,611.00",1250,3985,2900,09-02-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,461.00",1250,3900,2750,09-03-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,834,1250,3700,2550,09-04-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,014.00",1250,3875,2500,09-05-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,281.00",1250,3810,2575,09-07-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,656.00",1250,3905,2750,09-08-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"2,184.00",1250,4355,2750,09-10-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"2,313.00",1000,3900,2400,9/22/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,959.00",1250,3855,2425,9/23/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,749.00",1125,3415,2250,9/24/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"2,010.00",1000,3505,2350,9/25/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"2,451.00",1000,3320,2350,9/26/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"2,373.00",1000,3850,2400,9/29/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"2,382.00",1000,3810,2300,9/30/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"3,588.00",1000,4005,2750,10-07-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"2,505.00",1000,4025,2750,10-08-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,641.00",1125,4300,2750,10-09-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"2,787.00",1125,3690,2750,10-10-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"2,862.00",1125,4185,2900,10-12-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"3,096.00",1125,4815,2900,10/13/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"4,257.00",1125,4110,2900,10/14/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"3,456.00",1105,4455,2900,10/15/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"2,223.00",1250,4500,3250,10/23/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"2,463.00",1500,4810,3500,10/24/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"2,757.00",1550,4750,3550,10/26/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"2,757.00",1750,4535,3500,10/27/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"2,532.00",1750,4620,3650,10/28/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"2,850.00",1750,4600,3400,10/29/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,986.00",1750,4270,3000,11-02-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"2,463.00",1750,4400,3250,11-03-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"2,328.00",1750,4195,3125,11-04-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"2,214.00",1750,4175,3250,11-05-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,728.00",1750,3965,3000,11-06-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"2,274.00",1750,4395,3250,11-07-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"2,262.00",1750,4140,3000,11-09-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"2,184.00",1750,4350,3000,11-10-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"2,250.00",1750,4155,3000,11-11-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"2,439.00",1750,4265,2950,11-12-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"2,256.00",1750,4455,3250,11/13/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"2,232.00",1750,4255,3125,11/14/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"2,025.00",1500,3975,2900,11/16/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"2,007.00",1500,3910,2900,11/17/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"2,469.00",1500,4100,2900,11/18/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"2,916.00",1500,4210,2900,11/19/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"2,312.00",1500,4045,3000,11/20/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"2,943.00",1500,4080,2800,11/21/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"2,889.00",1500,4280,2900,11/23/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"2,853.00",1500,4060,2900,11/24/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"2,676.00",1500,4105,2900,11/25/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"2,283.00",1500,4000,2750,11/26/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"2,649.00",1500,4000,2900,11/27/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"3,210.00",1500,4240,3000,11/30/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,"3,069.00",2250,4565,3750,12-01-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,244.2,2125,4760,3675,12-03-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,232.8,2225,4460,3400,12-04-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,263.1,2375,5555,3750,12-05-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,225,2250,6250,3750,12-07-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,229.5,2000,5655,3750,12-08-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,234.6,2000,5475,3850,12-09-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,288.3,2000,5500,3800,12-10-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,226.5,2000,6000,3625,12-11-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,156.2,1750,4950,3500,12-12-2009
Gujarat,Rajkot,Gondal,Garlic,Spices,238.8,2000,6095,4200,12/14/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,243.3,2250,6755,4500,12/15/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,226.2,2250,7505,4500,12/16/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,252.6,2250,6685,4400,12/17/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,220.8,2000,5775,4250,12/18/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,246.9,2250,6600,4425,12/19/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,248.4,2000,6135,4375,12/21/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,228.3,2000,6000,4500,12/22/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,251.7,2000,6250,4400,12/23/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,227.4,2000,6555,4500,12/29/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,213.6,2000,6190,4625,12/30/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,176.1,2000,7060,4750,12/31/2009
Gujarat,Rajkot,Gondal,Garlic,Spices,233.7,2000,6575,4375,01-01-2010
Gujarat,Rajkot,Gondal,Garlic,Spices,225.6,2000,6110,4500,01-02-2010
Gujarat,Rajkot,Gondal,Garlic,Spices,207.6,2000,6395,4350,01-04-2010
Gujarat,Rajkot,Gondal,Garlic,Spices,254.4,2000,5570,4400,01-05-2010
Gujarat,Rajkot,Gondal,Garlic,Spices,197.1,2000,5900,4400,01-06-2010
Gujarat,Rajkot,Gondal,Garlic,Spices,164.1,2000,5850,4350,01-07-2010
Gujarat,Rajkot,Gondal,Garlic,Spices,190.2,1500,6175,3750,01-08-2010
Gujarat,Rajkot,Gondal,Garlic,Spices,207,1500,5400,3750,01-09-2010
Gujarat,Rajkot,Gondal,Garlic,Spices,236.4,1500,6325,4000,01-11-2010
Gujarat,Rajkot,Gondal,Garlic,Spices,243.3,1500,5550,4000,01-12-2010
Gujarat,Rajkot,Gondal,Garlic,Spices,219.6,1500,5300,3500,1/13/2010
Gujarat,Rajkot,Gondal,Garlic,Spices,240.3,1500,5000,3500,1/15/2010
Gujarat,Rajkot,Gondal,Garlic,Spices,144,1250,5730,3500,1/16/2010
Gujarat,Rajkot,Gondal,Garlic,Spices,215.4,1500,5495,4000,1/18/2010
Gujarat,Rajkot,Gondal,Garlic,Spices,239.4,1500,5485,4250,1/19/2010
Gujarat,Rajkot,Gondal,Garlic,Spices,223.5,1500,5445,4200,1/20/2010
Gujarat,Rajkot,Gondal,Garlic,Spices,241.2,1500,6615,4250,1/21/2010
Gujarat,Rajkot,Gondal,Garlic,Spices,175.2,1500,5495,3875,1/22/2010
Gujarat,Rajkot,Gondal,Garlic,Spices,192.6,1500,5555,3750,1/23/2010
Gujarat,Rajkot,Gondal,Garlic,Spices,222.9,1500,5310,3750,1/25/2010
Gujarat,Rajkot,Gondal,Garlic,Spices,216,1500,5905,3250,1/27/2010
Gujarat,Rajkot,Gondal,Garlic,Spices,145.8,1000,4685,3425,1/28/2010
Gujarat,Rajkot,Gondal,Garlic,Spices,224.1,1250,4960,3250,1/29/2010
Gujarat,Rajkot,Gondal,Garlic,Spices,165.9,1000,4875,3000,1/30/2010
Gujarat,Rajkot,Gondal,Garlic,Spices,200.1,1000,5000,3000,02-01-2010
Gujarat,Rajkot,Gondal,Garlic,Spices,266.1,750,4875,3000,02-02-2010
Gujarat,Rajkot,Gondal,Garlic,Spices,246.3,750,4425,3125,02-03-2010
Gujarat,Rajkot,Gondal,Garlic,Spices,257.4,1000,4805,3500,02-04-2010
Gujarat,Rajkot,Gondal,Garlic,Spices,200.9,1000,4400,3250,02-05-2010
Gujarat,Rajkot,Gondal,Garlic,Spices,219.9,1000,4800,3250,02-06-2010
Gujarat,Rajkot,Gondal,Garlic,Spices,210.6,750,4420,2875,02-08-2010
Gujarat,Rajkot,Gondal,Garlic,Spices,169.5,750,4625,3250,02-09-2010
Gujarat,Rajkot,Gondal,Garlic,Spices,184.8,750,4750,3250,02-10-2010
Gujarat,Rajkot,Gondal,Garlic,Spices,109.5,750,3855,2900,02-11-2010
Gujarat,Rajkot,Gondal,Garlic,Spices,154.2,750,4360,3000,2/13/2010
Gujarat,Rajkot,Gondal,Garlic,Spices,172.8,1000,4125,3000,2/15/2010
Gujarat,Rajkot,Gondal,Garlic,Spices,146.1,1000,3605,2750,2/16/2010
Gujarat,Rajkot,Gondal,Garlic,Spices,178.9,750,4305,3000,2/17/2010
Gujarat,Rajkot,Gondal,Garlic,Spices,103.7,1000,3900,2725,2/18/2010
Gujarat,Rajkot,Gondal,Garlic,Spices,80.4,1000,4025,2900,2/19/2010
Gujarat,Rajkot,Gondal,Garlic,Spices,121,1000,3755,2850,2/20/2010
Gujarat,Rajkot,Gondal,Garlic,Spices,162.6,1250,3835,2750,2/22/2010
Gujarat,Rajkot,Gondal,Garlic,Spices,180.8,1000,3760,2500,2/25/2010
Gujarat,Rajkot,Gondal,Garlic,Spices,259.4,1000,3705,2500,2/26/2010
Gujarat,Rajkot,Gondal,Garlic,Spices,206.7,1500,4100,3000,03-02-2010
Gujarat,Rajkot,Gondal,Garlic,Spices,183.6,1625,4500,3125,03-03-2010
Gujarat,Rajkot,Gondal,Garlic,Spices,262.5,1500,4225,3250,03-04-2010
Gujarat,Rajkot,Gondal,Garlic,Spices,359,1500,4450,3500,03-05-2010
Gujarat,Rajkot,Gondal,Garlic,Spices,228.5,1500,4600,3300,03-06-2010
Gujarat,Rajkot,Gondal,Garlic,Spices,267.6,1500,4240,3300,03-08-2010
Gujarat,Rajkot,Gondal,Garlic,Spices,241.5,1500,4260,3250,03-09-2010
Gujarat,Rajkot,Gondal,Garlic,Spices,166.5,1500,4310,3105,03-10-2010
Gujarat,Rajkot,Gondal,Garlic,Spices,220.3,1500,3800,3000,03-11-2010
Gujarat,Rajkot,Gondal,Garlic,Spices,252.6,1500,3815,2875,03-12-2010
Gujarat,Rajkot,Gondal,Garlic,Spices,225.7,1500,3750,2500,3/13/2010
Gujarat,Rajkot,Gondal,Garlic,Spices,"20,203.10",1250,3575,2500,3/15/2010
Gujarat,Rajkot,Gondal,Garlic,Spices,226.2,1250,3560,2500,3/16/2010
Gujarat,Rajkot,Gondal,Garlic,Spices,160.7,1250,3780,2750,3/17/2010
Gujarat,Rajkot,Gondal,Garlic,Spices,163.6,1250,3405,2500,3/18/2010
Gujarat,Rajkot,Gondal,Garlic,Spices,191.6,1250,3350,2350,3/19/2010
Gujarat,Rajkot,Gondal,Garlic,Spices,254.4,1250,3700,2500,3/20/2010
Gujarat,Rajkot,Gondal,Garlic,Spices,321,1250,3820,2500,3/22/2010
Gujarat,Rajkot,Gondal,Garlic,Spices,211.2,1250,3750,2750,04-01-2010
Gujarat,Rajkot,Gondal,Garlic,Spices,176.4,1250,3730,2500,04-02-2010
Gujarat,Rajkot,Gondal,Garlic,Spices,180,1000,3410,2400,04-03-2010
Gujarat,Rajkot,Gondal,Garlic,Spices,201.3,1000,3840,2500,04-05-2010
Gujarat,Rajkot,Gondal,Garlic,Spices,183.3,1000,4250,2750,04-06-2010
Gujarat,Rajkot,Gondal,Garlic,Spices,183.3,1000,4250,2750,04-07-2010
Gujarat,Rajkot,Gondal,Garlic,Spices,168.9,1000,3880,2750,04-08-2010
Gujarat,Rajkot,Gondal,Garlic,Spices,213.6,750,3850,2500,04-09-2010
Gujarat,Rajkot,Gondal,Garlic,Spices,204.6,1000,3820,2750,04-10-2010
Gujarat,Rajkot,Gondal,Garlic,Spices,156.9,1000,3900,2625,04-12-2010
Gujarat,Rajkot,Gondal,Garlic,Spices,179.4,1000,3995,2750,4/13/2010
Gujarat,Rajkot,Gondal,Garlic,Spices,185.1,1000,3600,2500,4/14/2010
Gujarat,Rajkot,Gondal,Garlic,Spices,146.4,1000,4005,2500,4/15/2010
Gujarat,Rajkot,Gondal,Garlic,Spices,180.9,1000,3710,2500,4/16/2010
Gujarat,Rajkot,Gondal,Garlic,Spices,171.9,1000,3405,2500,4/17/2010
Gujarat,Rajkot,Gondal,Garlic,Spices,155.1,1000,3850,2500,4/19/2010
Gujarat,Rajkot,Gondal,Garlic,Spices,206.4,1000,3835,2600,4/20/2010
