,,,,2002,to,2010,,,
State Name,District Name,Market Name,Variety,Group,Arrivals (Tonnes),Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Reported Date
Gujarat,Rajkot,Gondal,Garlic,Spices,37.3,605,2730,1730,9/16/2013
Gujarat,Rajkot,Gondal,Garlic,Spices,51.9,555,3155,2205,9/17/2013
Gujarat,Rajkot,Gondal,Garlic,Spices,43.2,580,3255,1730,9/18/2013
Gujarat,Rajkot,Gondal,Garlic,Spices,50.8,605,2680,1705,9/19/2013
Gujarat,Rajkot,Gondal,Garlic,Spices,43.2,500,2055,1705,9/20/2013
Gujarat,Rajkot,Gondal,Garlic,Spices,64.2,655,2605,1800,9/21/2013
Gujarat,Rajkot,Gondal,Garlic,Spices,24,505,2005,1380,9/23/2013
Gujarat,Rajkot,Gondal,Garlic,Spices,26.4,555,2055,1705,9/24/2013
Gujarat,Rajkot,Gondal,Garlic,Spices,42.6,580,2955,2255,9/25/2013
Gujarat,Rajkot,Gondal,Garlic,Spices,52.8,730,3255,2230,9/27/2013
Gujarat,Rajkot,Gondal,Garlic,Spices,73,655,3505,2480,9/28/2013
Gujarat,Rajkot,Gondal,Garlic,Spices,78,605,3580,2480,9/30/2013
Gujarat,Rajkot,Gondal,Garlic,Spices,61.5,555,3005,2055,10-11-2013
Gujarat,Rajkot,Gondal,Garlic,Spices,48,605,2855,1730,10-12-2013
Gujarat,Rajkot,Gondal,Garlic,Spices,65.5,555,2855,1880,10/14/2013
Gujarat,Rajkot,Gondal,Garlic,Spices,70.8,555,2905,2105,10/15/2013
Gujarat,Rajkot,Gondal,Garlic,Spices,82.2,605,2980,1980,10/17/2013
Gujarat,Rajkot,Gondal,Garlic,Spices,97.2,555,2830,1980,10/18/2013
Gujarat,Rajkot,Gondal,Garlic,Spices,96,605,2980,1980,10/19/2013
Gujarat,Rajkot,Gondal,Garlic,Spices,171.6,730,2905,2380,10/21/2013
Gujarat,Rajkot,Gondal,Garlic,Spices,156.5,605,2955,2405,10/22/2013
Gujarat,Rajkot,Gondal,Garlic,Spices,258.6,655,3680,2755,10/28/2013
Gujarat,Rajkot,Gondal,Garlic,Spices,319.8,755,5255,3255,10/29/2013
Gujarat,Rajkot,Gondal,Garlic,Spices,303,755,4930,3255,10/30/2013
Gujarat,Rajkot,Gondal,Garlic,Spices,326.4,655,5230,3255,11-01-2013
Gujarat,Rajkot,Gondal,Garlic,Spices,119.1,730,3980,3005,11-07-2013
Gujarat,Rajkot,Gondal,Garlic,Spices,248.4,605,4630,3255,11-08-2013
Gujarat,Rajkot,Gondal,Garlic,Spices,286.2,750,5455,3355,11-09-2013
Gujarat,Rajkot,Gondal,Garlic,Spices,222.6,1230,7905,4755,11-11-2013
Gujarat,Rajkot,Gondal,Garlic,Spices,338.4,1855,10130,5155,11-12-2013
Gujarat,Rajkot,Gondal,Garlic,Spices,279.3,1255,6855,4355,11/13/2013
Gujarat,Rajkot,Gondal,Desi,Spices,"2,154.00",1230,6155,3780,11/18/2013
Gujarat,Rajkot,Gondal,Desi,Spices,"1,308.00",1230,5830,3505,11/19/2013
Gujarat,Rajkot,Gondal,Desi,Spices,"1,917.00",1155,6380,3755,11/20/2013
Gujarat,Rajkot,Gondal,Desi,Spices,"1,314.00",1105,5980,3505,11/21/2013
Gujarat,Rajkot,Gondal,Desi,Spices,"1,920.00",1000,6230,3730,11/22/2013
Gujarat,Rajkot,Gondal,Desi,Spices,"1,242.00",730,4980,3255,11/30/2013
Gujarat,Rajkot,Gondal,Desi,Spices,"1,716.00",730,4805,3205,12-05-2013
Gujarat,Rajkot,Gondal,Desi,Spices,"1,917.00",730,5130,3380,12-06-2013
Gujarat,Rajkot,Gondal,Desi,Spices,"1,641.00",630,5455,3380,12-07-2013
Gujarat,Rajkot,Gondal,Desi,Spices,"1,818.00",730,4805,2980,12-09-2013
Gujarat,Rajkot,Gondal,Desi,Spices,"1,410.00",730,4730,3005,12-10-2013
Gujarat,Rajkot,Gondal,Desi,Spices,"2,343.00",555,4730,2780,12-12-2013
Gujarat,Rajkot,Gondal,Desi,Spices,"2,241.00",555,4655,2730,12/13/2013
Gujarat,Rajkot,Gondal,Desi,Spices,"2,037.00",500,4105,1980,12/16/2013
Gujarat,Rajkot,Gondal,Desi,Spices,"1,959.00",500,4080,2255,12/17/2013
Gujarat,Rajkot,Gondal,Desi,Spices,"1,590.00",500,4380,2730,12/18/2013
Gujarat,Rajkot,Gondal,Desi,Spices,"1,440.00",500,4280,2280,12/19/2013
Gujarat,Rajkot,Gondal,Desi,Spices,"1,869.00",500,4205,2255,12/20/2013
Gujarat,Rajkot,Gondal,Desi,Spices,"2,109.00",630,4255,2255,01-06-2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,842.00",505,3955,2230,01-07-2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,770.00",500,3155,1780,01-08-2014
Gujarat,Rajkot,Gondal,Desi,Spices,"2,883.00",500,3305,1730,1/15/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"2,916.00",500,3430,1730,1/16/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"3,375.00",500,3530,1930,1/17/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"3,570.00",500,3805,1930,1/18/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"2,916.00",555,3885,1755,1/20/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"2,142.00",500,3130,1730,1/24/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"2,046.00",580,3280,1780,1/25/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"2,478.00",555,3305,1730,1/27/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"2,465.00",580,2755,1680,1/28/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"2,316.00",500,3230,1630,1/29/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"2,034.00",505,2880,1605,1/30/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,752.00",355,2780,1130,1/31/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"2,403.00",305,2780,1480,02-01-2014
Gujarat,Rajkot,Gondal,Desi,Spices,"2,526.00",350,2805,1480,02-03-2014
Gujarat,Rajkot,Gondal,Desi,Spices,"2,244.00",250,2480,1130,02-04-2014
Gujarat,Rajkot,Gondal,Desi,Spices,"2,778.00",200,2980,1355,02-05-2014
Gujarat,Rajkot,Gondal,Desi,Spices,"3,186.00",200,2805,1280,02-06-2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,563.00",200,2605,1255,02-07-2014
Gujarat,Rajkot,Gondal,Desi,Spices,"2,076.00",200,2130,1230,02-08-2014
Gujarat,Rajkot,Gondal,Desi,Spices,40,180,730,730,2/15/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,362.00",200,2530,1105,2/21/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,794.00",1080,3105,1905,03-10-2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,477.00",805,3005,1930,03-11-2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,797.00",730,2930,1780,03-12-2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,416.00",730,2680,1730,3/13/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,020.00",730,2680,1730,3/19/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,117.00",1005,3630,2230,3/20/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,584.00",1000,3500,2405,3/21/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,554.00",1230,3530,2430,3/22/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"3,558.00",1005,3580,2430,3/24/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"2,847.00",1230,3730,2505,3/25/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"2,949.00",1230,3755,2730,3/26/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"2,526.00",755,2980,2230,04-03-2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,896.00",730,3080,2105,04-04-2014
Gujarat,Rajkot,Gondal,Desi,Spices,846,555,2930,1930,04-05-2014
Gujarat,Rajkot,Gondal,Desi,Spices,"2,748.00",730,3405,2105,04-07-2014
Gujarat,Rajkot,Gondal,Desi,Spices,"3,216.00",730,3305,2005,04-08-2014
Gujarat,Rajkot,Gondal,Desi,Spices,"2,652.00",605,3305,1930,04-10-2014
Gujarat,Rajkot,Gondal,Desi,Spices,"2,658.00",605,3330,1930,04-11-2014
Gujarat,Rajkot,Gondal,Desi,Spices,"2,352.00",605,3055,2005,04-12-2014
Gujarat,Rajkot,Gondal,Desi,Spices,"2,142.00",605,2855,1730,4/14/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"2,490.00",605,3955,2380,4/22/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"2,508.00",605,4005,2405,4/23/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,890.00",605,3930,2230,4/24/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"2,229.00",655,4105,2480,4/25/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"2,061.00",605,3205,1980,4/26/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"2,166.00",605,4255,2230,4/28/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"2,490.00",605,3880,2255,4/29/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,878.00",605,3430,1855,05-07-2014
Gujarat,Rajkot,Gondal,Desi,Spices,"2,706.00",555,3805,1980,05-08-2014
Gujarat,Rajkot,Gondal,Desi,Spices,"2,796.00",555,3930,2005,05-09-2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,794.00",555,3405,1980,05-10-2014
Gujarat,Rajkot,Gondal,Desi,Spices,"2,034.00",555,3955,2105,05-12-2014
Gujarat,Rajkot,Gondal,Desi,Spices,"2,505.00",555,3805,2005,5/13/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,383.00",555,3980,2205,5/14/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"2,376.00",555,4480,2705,5/15/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,776.00",605,4330,2555,5/16/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"2,418.00",605,4455,2505,5/17/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,572.00",605,3605,2255,5/19/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,794.00",605,4105,2205,5/20/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,641.00",605,3930,1955,5/21/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,662.00",605,3830,1855,5/22/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,512.00",605,3530,3430,5/23/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,416.00",505,4255,1930,5/24/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,542.00",555,4255,1955,5/26/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,641.00",555,3885,1980,5/27/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,704.00",505,3705,1880,5/28/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,368.00",555,3730,1880,5/29/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,479.00",555,4655,2105,5/30/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,662.00",580,4230,2230,5/31/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,704.00",605,4105,2255,06-06-2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,512.00",555,3880,1980,06-07-2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,680.00",605,3705,2005,06-10-2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,890.00",630,4155,2480,06-11-2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,956.00",655,4830,2505,06-12-2014
Gujarat,Rajkot,Gondal,Desi,Spices,"2,106.00",655,4155,2630,6/13/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,992.00",705,4405,2605,6/14/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"2,268.00",655,4205,2255,6/16/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"2,487.00",705,5105,2855,6/17/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"2,334.00",655,4805,2630,6/18/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"2,076.00",655,4155,2505,6/19/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,776.00",705,4105,2630,6/20/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,710.00",655,4355,2605,6/21/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,626.00",655,3680,2480,6/23/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,674.00",730,3955,2605,6/24/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,578.00",605,4105,2505,6/25/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,674.00",655,4180,2605,6/26/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,327.00",705,4280,2630,6/27/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,608.00",705,4555,2705,6/28/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,842.00",755,5505,3280,6/30/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,968.00",1105,5380,3730,08-11-2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,608.00",1030,4655,3605,08-12-2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,344.00",805,5005,3380,8/13/2014
Gujarat,Rajkot,Gondal,Desi,Spices,810,755,4530,3030,8/14/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,296.00",1155,4625,3605,8/21/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,500.00",1105,5330,3655,8/22/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,866.00",1105,5130,3630,8/23/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,895.00",1055,4880,3480,8/26/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,950.00",1005,5355,3380,8/27/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,998.00",1005,4780,3130,8/28/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"2,028.00",1055,5180,3105,8/29/2014
Gujarat,Rajkot,Gondal,Desi,Spices,672,655,3255,1880,10-09-2014
Gujarat,Rajkot,Gondal,Desi,Spices,732,655,3155,2055,10-10-2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,752.00",655,3455,1855,10-11-2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,254.00",750,3305,1805,10/13/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"1,290.00",605,3980,2205,10/14/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"2,322.00",655,3885,2005,10/15/2014
Gujarat,Rajkot,Gondal,Desi,Spices,"2,166.00",655,4255,2205,10/16/2014
Gujarat,Rajkot,Gondal,Desi,Spices,202.2,755,4130,2255,10/17/2014
Gujarat,Rajkot,Gondal,Desi,Spices,209.4,500,4230,2230,10/18/2014
Gujarat,Rajkot,Gondal,Desi,Spices,196.8,605,4180,2230,10/28/2014
Gujarat,Rajkot,Gondal,Desi,Spices,276,655,4105,2480,10/29/2014
Gujarat,Rajkot,Gondal,Desi,Spices,244.2,605,3885,2230,11-01-2014
Gujarat,Rajkot,Gondal,Desi,Spices,324.6,555,3805,2480,11-03-2014
Gujarat,Rajkot,Gondal,Desi,Spices,333,605,3980,2480,11-05-2014
Gujarat,Rajkot,Gondal,Desi,Spices,183.6,605,4005,2405,11-06-2014
Gujarat,Rajkot,Gondal,Desi,Spices,240.6,730,3880,2205,11-07-2014
Gujarat,Rajkot,Gondal,Desi,Spices,207,655,3630,2205,11-08-2014
Gujarat,Rajkot,Gondal,Desi,Spices,304.8,605,3680,2230,11-10-2014
Gujarat,Rajkot,Gondal,Desi,Spices,204.9,555,3980,2105,11-11-2014
Gujarat,Rajkot,Gondal,Desi,Spices,178.2,605,3405,2055,11-12-2014
Gujarat,Rajkot,Gondal,Desi,Spices,322.8,605,3755,1980,11/13/2014
Gujarat,Rajkot,Gondal,Desi,Spices,286.5,655,3780,2105,11/14/2014
Gujarat,Rajkot,Gondal,Desi,Spices,258,605,3955,2005,11/15/2014
Gujarat,Rajkot,Gondal,Desi,Spices,315.6,605,3655,2005,11/17/2014
Gujarat,Rajkot,Gondal,Desi,Spices,324,605,3905,1880,11/18/2014
Gujarat,Rajkot,Gondal,Desi,Spices,285.6,605,3580,1930,11/19/2014
Gujarat,Rajkot,Gondal,Desi,Spices,295.2,555,3230,1730,11/20/2014
Gujarat,Rajkot,Gondal,Desi,Spices,378.6,555,3105,1730,11/21/2014
Gujarat,Rajkot,Gondal,Desi,Spices,333,555,3480,1730,11/22/2014
Gujarat,Rajkot,Gondal,Desi,Spices,313.8,555,3730,1980,11/24/2014
Gujarat,Rajkot,Gondal,Desi,Spices,351,555,4105,2005,11/25/2014
Gujarat,Rajkot,Gondal,Desi,Spices,315,505,3530,1980,11/26/2014
Gujarat,Rajkot,Gondal,Desi,Spices,241.8,605,3480,1980,11/27/2014
Gujarat,Rajkot,Gondal,Desi,Spices,326.7,605,3680,2005,11/28/2014
Gujarat,Rajkot,Gondal,Desi,Spices,495.6,605,3755,1755,12-01-2014
Gujarat,Rajkot,Gondal,Desi,Spices,344.7,555,3705,1705,12-02-2014
Gujarat,Rajkot,Gondal,Desi,Spices,376.8,605,3530,1830,12-03-2014
Gujarat,Rajkot,Gondal,Desi,Spices,364.8,605,3680,1880,12-04-2014
Gujarat,Rajkot,Gondal,Desi,Spices,333.3,605,3955,2005,12-05-2014
Gujarat,Rajkot,Gondal,Desi,Spices,315,555,3305,1805,12-06-2014
Gujarat,Rajkot,Gondal,Desi,Spices,382.2,605,3930,2005,12-08-2014
Gujarat,Rajkot,Gondal,Desi,Spices,325.3,605,3780,2055,12-09-2014
Gujarat,Rajkot,Gondal,Desi,Spices,302,655,4005,2005,12-10-2014
Gujarat,Rajkot,Gondal,Desi,Spices,334.5,605,3805,1980,12-11-2014
Gujarat,Rajkot,Gondal,Desi,Spices,289.5,605,3880,1955,12-12-2014
Gujarat,Rajkot,Gondal,Desi,Spices,309,605,3885,1980,12/13/2014
Gujarat,Rajkot,Gondal,Desi,Spices,280.8,605,3805,2055,12/15/2014
Gujarat,Rajkot,Gondal,Desi,Spices,348.9,755,4480,2255,12/16/2014
Gujarat,Rajkot,Gondal,Desi,Spices,236.1,755,4055,2255,12/17/2014
Gujarat,Rajkot,Gondal,Desi,Spices,237.6,705,3755,1955,12/18/2014
Gujarat,Rajkot,Gondal,Desi,Spices,265.8,705,3680,1805,12/19/2014
Gujarat,Rajkot,Gondal,Desi,Spices,326.7,705,3555,1805,12/20/2014
Gujarat,Rajkot,Gondal,Desi,Spices,276,605,4130,1880,12/22/2014
Gujarat,Rajkot,Gondal,Desi,Spices,273.6,705,4255,2255,12/23/2014
Gujarat,Rajkot,Gondal,Desi,Spices,284.4,705,3730,2055,12/24/2014
Gujarat,Rajkot,Gondal,Desi,Spices,203.1,705,3705,1855,12/25/2014
Gujarat,Rajkot,Gondal,Desi,Spices,225.6,605,3805,2105,12/26/2014
Gujarat,Rajkot,Gondal,Desi,Spices,207,605,3680,2005,12/27/2014
Gujarat,Rajkot,Gondal,Desi,Spices,304.2,605,3980,2255,12/29/2014
Gujarat,Rajkot,Gondal,Desi,Spices,360,755,4705,2480,12/30/2014
Gujarat,Rajkot,Gondal,Desi,Spices,453,755,4705,2730,12/31/2014
Gujarat,Rajkot,Gondal,Desi,Spices,387,755,4655,2605,01-01-2015
Gujarat,Rajkot,Gondal,Desi,Spices,415.2,755,4905,3055,01-02-2015
Gujarat,Rajkot,Gondal,Desi,Spices,354,605,4205,2705,01-03-2015
Gujarat,Rajkot,Gondal,Desi,Spices,322.8,605,4655,2605,01-05-2015
Gujarat,Rajkot,Gondal,Desi,Spices,398.4,655,5405,3255,01-06-2015
Gujarat,Rajkot,Gondal,Desi,Spices,295.2,605,4995,2830,01-07-2015
Gujarat,Rajkot,Gondal,Desi,Spices,334.2,605,4755,2555,01-08-2015
Gujarat,Rajkot,Gondal,Desi,Spices,292.8,605,4855,2505,01-09-2015
Gujarat,Rajkot,Gondal,Desi,Spices,354,605,4805,2555,01-10-2015
Gujarat,Rajkot,Gondal,Desi,Spices,370.2,755,4755,2755,01-12-2015
Gujarat,Rajkot,Gondal,Desi,Spices,433.8,730,5155,3105,1/13/2015
Gujarat,Rajkot,Gondal,Desi,Spices,390,730,5905,3755,1/15/2015
Gujarat,Rajkot,Gondal,Desi,Spices,401.4,1255,6255,4105,1/16/2015
Gujarat,Rajkot,Gondal,Desi,Spices,394.8,1005,6055,4055,1/17/2015
Gujarat,Rajkot,Gondal,Desi,Spices,360,1255,6705,4255,1/19/2015
Gujarat,Rajkot,Gondal,Desi,Spices,354,1255,7105,4605,1/20/2015
Gujarat,Rajkot,Gondal,Desi,Spices,336,1255,6805,4405,1/22/2015
Gujarat,Rajkot,Gondal,Desi,Spices,291.6,1055,6155,3955,1/23/2015
Gujarat,Rajkot,Gondal,Desi,Spices,354,755,5855,3955,1/24/2015
Gujarat,Rajkot,Gondal,Desi,Spices,329.4,855,5755,3885,1/27/2015
Gujarat,Rajkot,Gondal,Desi,Spices,307.2,755,6155,4005,1/28/2015
Gujarat,Rajkot,Gondal,Desi,Spices,313.2,755,6305,4255,1/29/2015
Gujarat,Rajkot,Gondal,Desi,Spices,316.2,755,6405,3755,1/30/2015
Gujarat,Rajkot,Gondal,Desi,Spices,369,755,5655,3455,1/31/2015
Gujarat,Rajkot,Gondal,Desi,Spices,41.4,755,3405,1755,03-02-2015
Gujarat,Rajkot,Gondal,Desi,Spices,86.7,755,3655,2205,03-03-2015
Gujarat,Rajkot,Gondal,Desi,Spices,82.8,605,3305,1755,03-04-2015
Gujarat,Rajkot,Gondal,Desi,Spices,159.6,705,3955,2355,03-05-2015
Gujarat,Rajkot,Gondal,Desi,Spices,48.3,855,3205,2205,03-07-2015
Gujarat,Rajkot,Gondal,Desi,Spices,111.9,855,3355,2605,03-09-2015
Gujarat,Rajkot,Gondal,Desi,Spices,83.7,755,3355,2455,03-10-2015
Gujarat,Rajkot,Gondal,Desi,Spices,99,855,3705,2555,03-11-2015
Gujarat,Rajkot,Gondal,Desi,Spices,78.6,905,3255,2255,03-12-2015
Gujarat,Rajkot,Gondal,Desi,Spices,56.7,955,3505,3055,3/13/2015
Gujarat,Rajkot,Gondal,Desi,Spices,54.9,905,3305,2755,3/14/2015
Gujarat,Rajkot,Gondal,Desi,Spices,354.9,905,3305,2755,3/15/2015
Gujarat,Rajkot,Gondal,Desi,Spices,109.8,1205,3905,2855,3/16/2015
Gujarat,Rajkot,Gondal,Desi,Spices,108,1055,3505,2905,3/17/2015
Gujarat,Rajkot,Gondal,Desi,Spices,85,1155,3805,2705,3/18/2015
Gujarat,Rajkot,Gondal,Desi,Spices,88.2,1055,3885,2855,3/19/2015
Gujarat,Rajkot,Gondal,Desi,Spices,77.4,1205,3655,2705,3/20/2015
Gujarat,Rajkot,Gondal,Desi,Spices,100.2,1205,3405,2305,3/21/2015
Gujarat,Rajkot,Gondal,Desi,Spices,95.9,1205,3605,2355,3/23/2015
Gujarat,Rajkot,Gondal,Desi,Spices,88.2,1005,3655,2405,3/24/2015
Gujarat,Rajkot,Gondal,Desi,Spices,83.4,1205,4205,2605,3/25/2015
Gujarat,Rajkot,Gondal,Desi,Spices,127.2,955,3755,2555,04-03-2015
Gujarat,Rajkot,Gondal,Desi,Spices,171.6,955,3755,2555,04-06-2015
Gujarat,Rajkot,Gondal,Desi,Spices,144.6,955,3955,2605,04-07-2015
Gujarat,Rajkot,Gondal,Desi,Spices,107.4,955,3885,2505,04-08-2015
Gujarat,Rajkot,Gondal,Desi,Spices,120.9,955,3905,2655,04-09-2015
Gujarat,Rajkot,Gondal,Desi,Spices,147,955,4305,2755,04-10-2015
Gujarat,Rajkot,Gondal,Desi,Spices,109.2,955,3885,2505,04-11-2015
Gujarat,Rajkot,Gondal,Desi,Spices,135,1005,4030,2830,4/13/2015
Gujarat,Rajkot,Gondal,Desi,Spices,99.6,980,4355,2780,4/14/2015
Gujarat,Rajkot,Gondal,Desi,Spices,130.8,1230,4605,3255,4/15/2015
Gujarat,Rajkot,Gondal,Desi,Spices,106.5,1205,3880,2605,4/16/2015
Gujarat,Rajkot,Gondal,Desi,Spices,149.7,1105,4080,2830,4/17/2015
Gujarat,Rajkot,Gondal,Desi,Spices,73.8,980,4255,2705,4/21/2015
Gujarat,Rajkot,Gondal,Desi,Spices,83.4,855,3730,2280,4/22/2015
Gujarat,Rajkot,Gondal,Desi,Spices,84.6,980,3980,2730,4/23/2015
Gujarat,Rajkot,Gondal,Desi,Spices,94.8,855,4130,2830,4/24/2015
Gujarat,Rajkot,Gondal,Desi,Spices,78.6,730,4030,2555,4/27/2015
Gujarat,Rajkot,Gondal,Desi,Spices,68.4,855,4030,2730,4/28/2015
Gujarat,Rajkot,Gondal,Desi,Spices,62.4,980,4105,2805,4/29/2015
Gujarat,Rajkot,Gondal,Desi,Spices,50.4,1005,3655,2755,4/30/2015
Gujarat,Rajkot,Gondal,Desi,Spices,75,1005,3955,2755,05-01-2015
Gujarat,Rajkot,Gondal,Desi,Spices,49.8,1105,4330,2755,05-02-2015
Gujarat,Rajkot,Gondal,Desi,Spices,54.6,1105,4580,3130,05-04-2015
Gujarat,Rajkot,Gondal,Desi,Spices,64.8,1230,4830,3230,05-05-2015
Gujarat,Rajkot,Gondal,Desi,Spices,77.4,1230,5005,3455,05-06-2015
Gujarat,Rajkot,Gondal,Desi,Spices,92.4,1155,4655,3355,05-07-2015
Gujarat,Rajkot,Gondal,Desi,Spices,48.9,980,4330,3280,05-08-2015
Gujarat,Rajkot,Gondal,Desi,Spices,19.8,980,4605,3305,05-09-2015
Gujarat,Rajkot,Gondal,Desi,Spices,39,930,3980,3230,05-11-2015
Gujarat,Rajkot,Gondal,Desi,Spices,40.2,930,4155,2855,05-12-2015
Gujarat,Rajkot,Gondal,Desi,Spices,57,1055,4705,3255,5/13/2015
Gujarat,Rajkot,Gondal,Desi,Spices,37.8,1105,4880,3230,5/14/2015
Gujarat,Rajkot,Gondal,Desi,Spices,37.2,1180,4730,3730,5/15/2015
Gujarat,Rajkot,Gondal,Desi,Spices,39.6,1130,4605,3355,5/16/2015
Gujarat,Rajkot,Gondal,Desi,Spices,62.4,1055,4855,3380,5/18/2015
Gujarat,Rajkot,Gondal,Desi,Spices,49.5,1130,5105,3380,5/19/2015
Gujarat,Rajkot,Gondal,Desi,Spices,49.8,1105,4830,3355,5/20/2015
Gujarat,Rajkot,Gondal,Desi,Spices,62.4,1230,5230,3755,5/21/2015
Gujarat,Rajkot,Gondal,Desi,Spices,45.6,1030,5605,4505,5/22/2015
Gujarat,Rajkot,Gondal,Desi,Spices,64.2,1230,6230,4280,5/25/2015
Gujarat,Rajkot,Gondal,Desi,Spices,127.2,1230,7255,4505,5/26/2015
Gujarat,Rajkot,Gondal,Desi,Spices,93,1255,5880,4230,5/27/2015
Gujarat,Rajkot,Gondal,Desi,Spices,23.4,1255,4980,3505,5/30/2015
Gujarat,Rajkot,Gondal,Desi,Spices,74.4,1155,5480,4055,06-01-2015
Gujarat,Rajkot,Gondal,Desi,Spices,51,1230,6255,4355,06-03-2015
Gujarat,Rajkot,Gondal,Desi,Spices,49.8,1405,6055,3755,06-04-2015
Gujarat,Rajkot,Gondal,Desi,Spices,84.3,1355,6280,4105,06-05-2015
Gujarat,Rajkot,Gondal,Desi,Spices,27.6,1205,6755,3930,06-06-2015
